Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
152,Ángel Di María,MFFW,ar Argentina,34,1988,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,20.7,0,0,0,0.6,0.6,0.11,+0.4,+0.4,Matches,19cda00b
153,Boulaye Dia,FW,sn Senegal,25,1996,3.5,1,8,3,37.5,2.26,0.85,0.13,0.33,14.2,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,244bc2c8
154,Abdou Diallo,DF,sn Senegal,26,1996,3.7,0,1,0,0.0,0.27,0.00,0.00,,15.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,fc62f087
155,Rúben Dias,DF,pt Portugal,25,1997,4.0,0,1,0,0.0,0.25,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,31c69ef1
156,Krépin Diatta,FWMF,sn Senegal,23,1999,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,8104e41e
157,Famara Diedhiou,FW,sn Senegal,29,1992,1.0,1,3,1,33.3,2.93,0.98,0.33,1.00,9.1,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches,e447352c
158,Bamba Dieng,FW,sn Senegal,22,2000,1.1,1,4,1,25.0,3.60,0.90,0.25,1.00,16.3,1,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches,40774c6b
159,Eric Dier,DF,eng England,28,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac861941
160,Axel Disasi,DF,fr France,24,1998,1.0,0,1,0,0.0,0.98,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,ad82197c
161,Alexander Djiku,DFFW,gh Ghana,27,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,43e7a164
162,Ritsu Doan,FW,jp Japan,23,1998,2.4,2,4,3,75.0,1.66,1.24,0.50,0.67,20.1,0,0,0,0.5,0.5,0.13,+1.5,+1.5,Matches,d01bbb6f
163,Jeremy Doku,MFFW,be Belgium,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fffea3e5
164,Kasper Dolberg,FW,dk Denmark,24,1997,1.3,0,3,1,33.3,2.37,0.79,0.00,0.00,8.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,cc83b74d
165,Mohamed Dräger,DF,tn Tunisia,25,1996,1.5,0,4,0,0.0,2.73,0.00,0.00,,25.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,8954fddc
166,Óscar Duarte,DF,cr Costa Rica,33,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,aa0ac32d
167,Mitchell Duke,FW,au Australia,31,1991,3.0,1,7,4,57.1,2.33,1.33,0.14,0.25,17.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,293f5bf9
168,Denzel Dumfries,DF,nl Netherlands,26,1996,5.3,1,1,1,100.0,0.19,0.19,1.00,1.00,8.7,0,0,0,0.4,0.4,0.38,+0.6,+0.6,Matches,481c9ece
169,Paulo Dybala,FW,ar Argentina,28,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e0921a4f
170,Enzo Ebosse,DF,cm Cameroon,23,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9ba7b4fa
171,Ederson,GK,br Brazil,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3bb7b8b4
172,Jorge Eduardo Sánchez,DF,mx Mexico,24,1997,1.9,0,1,1,100.0,0.51,0.51,0.00,0.00,18.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,c8d1c3a5
173,Nico Elvedi,DF,ch Switzerland,25,1996,2.0,0,1,0,0.0,0.50,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,48035304
174,Breel Embolo,FW,ch Switzerland,25,1997,3.6,2,6,3,50.0,1.67,0.84,0.33,0.67,10.5,0,0,0,2.3,2.3,0.38,-0.3,-0.3,Matches,0b4f388a
175,Youssef En-Nesyri,FW,ma Morocco,25,1997,6.0,2,9,3,33.3,1.49,0.50,0.22,0.67,9.1,0,0,0,1.2,1.2,0.14,+0.8,+0.8,Matches,04e17fd5
176,Wataru Endo,MF,jp Japan,29,1993,3.4,0,6,1,16.7,1.78,0.30,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,c149016b
177,Devis Epassy,GK,cm Cameroon,29,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e171b085
178,Christian Eriksen,MF,dk Denmark,30,1992,3.0,0,4,1,25.0,1.33,0.33,0.00,0.00,27.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,980522ec
179,Michael Estrada,FW,ec Ecuador,26,1996,2.5,0,3,0,0.0,1.20,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,773f5f12
180,Pervis Estupiñán,DF,ec Ecuador,24,1998,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,14.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,d38fdf53
181,Stephen Eustáquio,MF,ca Canada,25,1996,1.4,0,3,0,0.0,2.16,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,577efaec
182,Saeid Ezatolahi,MF,ir IR Iran,25,1996,2.4,0,3,1,33.3,1.24,0.41,0.00,0.00,29.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,314d95ac
183,Abdessamad Ezzalzouli,FWMF,ma Morocco,20,2001,1.0,0,1,0,0.0,0.97,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,bed68338
184,Fabinho,MF,br Brazil,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f3b388c
185,Collins Fai,DF,cm Cameroon,29,1992,3.0,0,1,0,0.0,0.33,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,46e58246
186,Salman Al-Faraj,MF,sa Saudi Arabia,32,1989,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,df145034
187,Christian Fassnacht,FW,ch Switzerland,28,1993,0.1,0,1,1,100.0,11.25,11.25,0.00,0.00,14.8,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches,0aeeed3f
188,Abdul Fatawu Issahaku,FW,gh Ghana,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bceda5ff
189,Ansu Fati,FW,es Spain,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0ba976e4
190,João Félix,FW,pt Portugal,22,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,18.6,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,8aafd64f
191,Bruno Fernandes,FWMF,pt Portugal,27,1994,4.0,2,7,2,28.6,1.77,0.51,0.14,0.50,24.5,0,1,1,1.1,0.3,0.05,+0.9,+0.7,Matches,507c7bdf
192,Edimilson Fernandes,FWDF,ch Switzerland,26,1996,1.6,0,1,0,0.0,0.62,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,3bb625ac
193,Enzo Fernández,MF,ar Argentina,21,2001,6.3,1,8,3,37.5,1.28,0.48,0.13,0.33,24.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,5ff4ab71
194,Jesús Ferreira,FW,us United States,21,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f61246d8
195,Phil Foden,FWMF,eng England,22,2000,2.9,1,6,1,16.7,2.09,0.35,0.17,1.00,13.8,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches,ed1e53f3
196,Youssouf Fofana,MF,fr France,23,1999,2.5,0,4,0,0.0,1.59,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,822d51d7
197,Juan Foyth,DF,ar Argentina,24,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6c7762c3
198,Alan Franco,MF,ec Ecuador,23,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c76b161b
199,Przemysław Frankowski,MF,pl Poland,27,1995,2.7,0,1,0,0.0,0.37,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,00a8d210
200,Fred,MF,br Brazil,29,1993,1.6,0,3,1,33.3,1.90,0.63,0.00,0.00,18.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,b853e0ad
201,Fabian Frei,MF,ch Switzerland,33,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9fb640a8
202,Remo Freuler,MF,ch Switzerland,30,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,1.00,10.3,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Matches,98d2c2c4
203,Keysher Fuller,DFMF,cr Costa Rica,27,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,0.50,15.5,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches,78019e88
204,Niclas Füllkrug,FW,de Germany,29,1993,0.8,2,8,3,37.5,10.43,3.91,0.25,0.67,10.0,0,0,0,2.2,2.2,0.27,-0.2,-0.2,Matches,4f16405e
205,Rogelio Funes Mori,FW,mx Mexico,31,1991,0.1,0,1,0,0.0,18.00,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,bf9a2406
206,Cody Gakpo,FWMF,nl Netherlands,23,1999,5.0,3,5,3,60.0,1.00,0.60,0.60,1.00,19.9,0,0,0,0.3,0.3,0.06,+2.7,+2.7,Matches,1971591f
207,Hernán Galíndez,GK,ec Ecuador,35,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,89c136f6
208,Jesús Gallardo,DF,mx Mexico,27,1994,3.0,0,1,0,0.0,0.33,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,d0846b6c
209,Idrissa Gana Gueye,MF,sn Senegal,32,1989,3.0,0,4,1,25.0,1.33,0.33,0.00,0.00,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,72c812f3
210,Gavi,MF,es Spain,17,2004,3.2,1,1,1,100.0,0.32,0.32,1.00,1.00,17.6,0,0,0,0.1,0.1,0.14,+0.9,+0.9,Matches,19cae58d
211,Sultan Al-Ghanam,DFMF,sa Saudi Arabia,28,1994,1.4,0,2,0,0.0,1.43,0.00,0.00,,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,0ea89f8d
212,Nader Ghandri,DF,tn Tunisia,27,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f1c7219
213,Saman Ghoddos,MF,ir IR Iran,28,1993,0.5,0,1,0,0.0,2.00,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,f7b1d4e0
214,Ali Gholizadeh,MFFW,ir IR Iran,26,1996,2.2,0,1,0,0.0,0.45,0.00,0.00,,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,9fc0ac41
215,Matthias Ginter,DF,de Germany,28,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f521b80a
216,Olivier Giroud,FW,fr France,35,1986,4.7,4,16,6,37.5,3.44,1.29,0.25,0.67,11.0,0,0,0,3.4,3.4,0.21,+0.6,+0.6,Matches,16ceb862
217,Kamil Glik,DF,pl Poland,34,1988,4.0,0,3,0,0.0,0.75,0.00,0.00,,11.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,c6056d58
218,Serge Gnabry,FWMF,de Germany,26,1995,2.9,1,12,4,33.3,4.11,1.37,0.08,0.25,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,88e357ef
219,Diego Godín,DF,uy Uruguay,36,1986,1.7,0,1,0,0.0,0.60,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,fc4f85b1
220,Maxi Gómez,FW,uy Uruguay,25,1996,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,26.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,4c2e9442
221,Papu Gómez,MFFW,ar Argentina,34,1988,1.2,0,2,0,0.0,1.68,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,6e4df551
222,Shūichi Gonda,GK,jp Japan,33,1989,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d8e5492f
223,Craig Goodwin,MF,au Australia,30,1991,2.6,1,2,1,50.0,0.77,0.38,0.50,1.00,16.1,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches,b2741e3d
224,Leon Goretzka,MF,de Germany,27,1995,1.8,0,4,1,25.0,2.26,0.57,0.00,0.00,16.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,cc86b9a3
225,Mario Götze,MF,de Germany,30,1992,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,14.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,9efa1d25
226,Jack Grealish,FW,eng England,26,1995,1.0,1,1,1,100.0,1.05,1.05,1.00,1.00,8.8,0,0,0,0.6,0.6,0.65,+0.4,+0.4,Matches,b0b4fd3e
227,Antoine Griezmann,MF,fr France,31,1991,6.0,0,6,2,33.3,1.01,0.34,0.00,0.00,17.6,1,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,df69b544
228,Kamil Grosicki,MF,pl Poland,34,1988,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,81d8091f
229,Carlos Gruezo,MF,ec Ecuador,27,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f2dd9a21
230,Marko Grujić,MF,rs Serbia,26,1996,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,29.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,8b8e759d
231,Andrés Guardado,MF,mx Mexico,35,1986,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ef322658
232,Nemanja Gudelj,MFDF,rs Serbia,30,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0076ab7f
233,Mattéo Guendouzi,FWMF,fr France,23,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5ea8ef20
234,Raphaël Guerreiro,DF,pt Portugal,28,1993,3.1,1,3,1,33.3,0.97,0.32,0.33,1.00,17.7,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches,048a1cbc
235,Cho Guesung,FW,kr Korea Republic,24,1998,3.1,2,9,5,55.6,2.95,1.64,0.22,0.40,11.4,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches,ccfa8e5e
236,Pape Gueye,MF,sn Senegal,23,1999,1.7,0,4,2,50.0,2.35,1.18,0.00,0.00,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7155e3e1
237,Bruno Guimarães,MF,br Brazil,24,1997,0.8,0,5,2,40.0,6.52,2.61,0.00,0.00,12.4,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,82518f62
238,İlkay Gündoğan,MF,de Germany,31,1990,2.1,1,5,2,40.0,2.38,0.95,0.00,0.00,25.9,0,1,1,1.1,0.4,0.07,-0.1,-0.4,Matches,819b3158
239,Erick Gutiérrez,MF,mx Mexico,26,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c7842dab
240,Joško Gvardiol,DF,hr Croatia,20,2002,7.7,1,2,1,50.0,0.26,0.13,0.50,1.00,16.8,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,5ad50391
241,Asiri Haitham,FW,sa Saudi Arabia,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9c08d5cd
242,Ehsan Hajsafi,MFDF,ir IR Iran,32,1990,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,b060e3b8
243,Achraf Hakimi,DF,ma Morocco,23,1998,7.0,0,4,1,25.0,0.57,0.14,0.00,0.00,26.5,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e42d61c7
244,Abderrazak Hamdallah,FW,ma Morocco,31,1990,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,7.8,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches,fe73f8c6
245,Abdelkarim Hassan,DF,qa Qatar,28,1993,3.0,0,6,0,0.0,2.00,0.00,0.00,,23.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,7380bccf
246,Ali Al Hassan,MF,sa Saudi Arabia,25,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,68b689fa
247,Abdulaziz Hatem,MF,qa Qatar,31,1990,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,c5065ef8
248,Kai Havertz,FW,de Germany,23,1999,1.1,2,5,3,60.0,4.41,2.65,0.40,0.67,13.1,0,0,0,1.4,1.4,0.27,+0.6,+0.6,Matches,fed7cb61
249,Hassan Al-Haydos,MF,qa Qatar,31,1990,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,29.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,41bd6c64
250,Eden Hazard,MF,be Belgium,31,1991,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,a39bb753
251,Thorgan Hazard,FW,be Belgium,29,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,50871bcc
252,Hwang Hee-chan,MFFW,kr Korea Republic,26,1996,1.3,1,6,5,83.3,4.70,3.91,0.17,0.20,17.5,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches,169fd162
253,Jordan Henderson,MF,eng England,31,1990,3.0,1,2,1,50.0,0.66,0.33,0.50,1.00,18.5,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches,935e6b8f
254,Wayne Hennessey,GK,wls Wales,35,1987,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,76eca7e2
255,Lucas Hernández,DF,fr France,26,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c3ee18ef
256,Theo Hernández,DF,fr France,24,1997,5.6,1,5,2,40.0,0.89,0.35,0.20,0.50,16.7,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,d4c9725f
257,Héctor Herrera,MF,mx Mexico,32,1990,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a8542814
258,Son Heung-min,FWMF,kr Korea Republic,29,1992,4.0,0,9,3,33.3,2.25,0.75,0.00,0.00,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,92e7e919
259,Piero Hincapié,DF,ec Ecuador,20,2002,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0c7a48f8
260,Jonas Hofmann,FW,de Germany,29,1992,0.3,0,1,1,100.0,3.00,3.00,0.00,0.00,11.5,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches,2903a856
261,Junior Hoilett,FWMF,ca Canada,32,1990,1.8,0,4,0,0.0,2.24,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,33af5b9e
262,Martin Hongla,MF,cm Cameroon,24,1998,1.3,0,1,1,100.0,0.74,0.74,0.00,0.00,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,b85bf253
263,Ricardo Horta,FW,pt Portugal,27,1994,1.3,1,3,2,66.7,2.27,1.51,0.33,0.50,13.5,0,0,0,0.8,0.8,0.25,+0.2,+0.2,Matches,6603fed7
264,Hossein Hosseini,GK,ir IR Iran,29,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fb24817c
265,Majid Hosseini,DF,ir IR Iran,25,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d2161bae
266,Ajdin Hrustic,MFFW,au Australia,25,1996,0.7,0,1,0,0.0,1.45,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,1f2d714c
267,Atiba Hutchinson,MF,ca Canada,39,1983,1.8,0,2,0,0.0,1.13,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,f1b55719
268,Pierre Højbjerg,MF,dk Denmark,26,1995,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,30.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,8b04d6c1
269,Romario Ibarra,MF,ec Ecuador,27,1994,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,23.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,b494ccf5
270,Ivan Ilić,MF,rs Serbia,21,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bb376bed
271,Hwang In-beom,MF,kr Korea Republic,25,1996,3.7,0,6,1,16.7,1.62,0.27,0.00,0.00,27.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,92fa5d28
272,Jackson Irvine,MFFW,au Australia,29,1993,3.9,0,3,0,0.0,0.76,0.00,0.00,,9.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,4637747c
273,Ko Itakura,DF,jp Japan,25,1997,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,97d545ae
274,Hiroki Ito,DF,jp Japan,23,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,204dded0
275,Junya Ito,MFFW,jp Japan,29,1993,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,11.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,dbd3a428
276,Yahya Jabrane,MF,ma Morocco,30,1991,0.2,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches,143efbd5
277,Nicolas Jackson,FW,sn Senegal,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9c36ed83
278,Lee Jae-sung,MFFW,kr Korea Republic,29,1992,2.3,0,1,0,0.0,0.43,0.00,0.00,,26.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,34b0387f
279,Alireza Jahanbakhsh,MF,ir IR Iran,28,1993,0.7,0,3,0,0.0,4.58,0.00,0.00,,22.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,08452314
280,Kristijan Jakić,FW,hr Croatia,25,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a8ee54ad
281,Ismail Jakobs,DF,sn Senegal,22,1999,3.1,0,1,0,0.0,0.32,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,a0415710
282,Abolfazl Jalali,DF,ir IR Iran,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d932eeee
283,Daniel James,FWMF,wls Wales,24,1997,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c931d9f9
284,Vincent Janssen,FW,nl Netherlands,27,1994,1.0,0,2,0,0.0,2.09,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,31dce0c8
285,Ardon Jasari,FW,ch Switzerland,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,889588db
286,Issam Jebali,FW,tn Tunisia,30,1991,2.0,0,3,1,33.3,1.48,0.49,0.00,0.00,10.4,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches,4b751020
287,Artur Jędrzejczyk,DF,pl Poland,34,1987,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d1943c8b
288,Mathias Jensen,MF,dk Denmark,26,1996,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,0f134faf
289,Gabriel Jesus,FW,br Brazil,25,1997,1.0,0,2,1,50.0,1.94,0.97,0.00,0.00,8.8,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches,b66315ae
290,Raúl Jiménez,FW,mx Mexico,31,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b561db50
291,Kim Jin-su,DF,kr Korea Republic,30,1992,3.5,0,4,0,0.0,1.14,0.00,0.00,,11.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,8e6ff136
